catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
1040;NA;10;45.09945834;13.25025;2008-11-06;16.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_43;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;30;813.53;0.91;24.73
1041;NA;13;44.60818332;12.73935833;2008-10-25;41.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_44;31 min haul duration;0.036302079;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1042;NA;14;44.73999166;13.08565833;2008-10-26;41.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_45;32 min haul duration;0.036165658;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1043;NA;18;44.40078333;12.84240834;2008-10-25;41.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_46;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1044;NA;19;44.45839167;13.16165001;2008-10-26;41.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_47;32 min haul duration;0.036165658;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1045;Italy;29;43.73704999;13.607925;2008-10-23;41.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_48;30 min haul duration;0.032841317;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1046;NA;51;45.332875;13.06869166;2008-11-04;41.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_49;20 min haul duration;0.023047799;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1047;NA;53;44.55649999;13.55434167;2008-11-07;41.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_50;17 min haul duration;0.018653639;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1048;NA;54;44.23999166;12.96583331;2008-10-25;41.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_51;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1049;NA;58;45.00173334;13.24308333;2008-11-06;16.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_52;31 min haul duration;0.035153281;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;32;910.3;0.65;18.49
1050;NA;59;44.70234998;12.76808335;2008-10-25;41.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_53;31 min haul duration;0.03640978;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1051;NA;60;44.67460833;13.48136667;2008-11-06;41.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_54;16 min haul duration;0.018438239;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1052;NA;61;44.44905;12.61378333;2008-10-25;41.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_55;31 min haul duration;0.035153281;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1053;NA;62;44.45574166;12.73584998;2008-10-25;41.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_56;30 min haul duration;0.035153281;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1054;Italy;67;43.34198333;13.98144999;2008-10-20;17.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_57;33 min haul duration;0.038032457;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;25;657.33;0.73;19.22
1055;NA;22;44.40116666;13.65633332;2008-11-07;41.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_58;15 min haul duration;0.017289439;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1056;NA;23;44.331975;14.038775;2008-11-07;41.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_59;16 min haul duration;0.0175192;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1057;NA;26;44.03641667;13.33275;2008-10-23;41.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_60;31 min haul duration;0.0350384;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1058;NA;30;43.96748333;13.99643335;2008-10-27;41.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_61;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1059;Italy;32;44.02669167;14.48769166;2008-11-07;41.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_62;34 min haul duration;0.037867319;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1060;NA;35;43.44784168;14.20715;2008-10-20;41.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_63;35 min haul duration;0.040337238;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1061;Italy;36;43.66895835;14.83473333;2008-11-07;41.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_64;33 min haul duration;0.037300099;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1062;NA;38;43.37058333;14.1268;2008-10-20;41.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_65;36 min haul duration;0.04148604;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1063;Italy;69;42.64914166;14.25374167;2008-10-21;41.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_66;34 min haul duration;0.039181259;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1064;Italy;72;42.26279999;14.994775;2008-10-22;41.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_67;30 min haul duration;0.0345717;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1065;Italy;75;42.039225;15.45325832;2008-10-22;42.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_68;32 min haul duration;0.038025279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 066.00;Italy;31;43.57972501;13.60606667;2009-11-18;14.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_69;33 min haul duration;0.0375873;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;214;5693.41;3.92;104.18
1 067.00;Italy;33;43.40745834;13.69791667;2009-11-21;14.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_70;28 min haul duration;0.033509061;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;412;12295.18;7.97;237.75
1 068.00;Italy;34;43.38027501;13.88165833;2009-11-21;15.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_71;30 min haul duration;0.035239439;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;148;4199.84;5.38;152.77
1 069.00;Italy;37;43.12266667;13.92539167;2009-11-20;14.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_72;26 min haul duration;0.029962139;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;703;23462.94;25.3;844.43
1070;Italy;43;45.37876666;12.39013333;2009-11-27;42.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_73;28 min haul duration;0.034126539;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1071;Italy;44;45.46525833;12.70945835;2009-11-27;42.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_74;29 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 072.00;Italy;46;44.91401666;12.61367499;2009-11-26;15.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_75;26 min haul duration;0.030514998;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;118;3866.95;2.49;81.48
1 073.00;Italy;47;44.60189168;12.47544999;2009-11-25;11.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_76;4 min haul duration;0.0134266;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;31502;2346238;446;33217.79
1 074.00;Italy;48;44.06429167;12.60956669;2009-11-23;14.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_77;30 min haul duration;0.03406192;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;199;5842.3;4.36;127.93
1075;Italy;49;43.58019168;13.76995001;2009-11-18;16.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_78;32 min haul duration;0.037694998;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;33;875.45;0.85;22.55
1 076.00;Italy;50;43.05488333;14.01483333;2009-11-20;16.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_79;28 min haul duration;0.032302819;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;42;1300.2;0.71;22
1077;Italy;55;45.38264167;12.45417501;2009-11-26;42.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_80;24 min haul duration;0.028719999;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1078;NA;56;45.33170834;12.89693333;2009-11-27;42.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_81;10 min haul duration;0.01241422;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 079.00;Italy;57;45.0736;12.72432499;2009-11-26;14.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_82;30 min haul duration;0.03723548;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;307;8244.82;5.22;140.25
1080;Italy;1;45.41306667;12.53091666;2009-11-27;42.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_83;20 min haul duration;0.025711579;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1081;Italy;2;45.61889998;13.13794167;2009-11-27;42.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_84;23 min haul duration;0.0280379;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1082;Italy;3;45.640625;13.48459167;2009-11-28;42.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_85;6 min haul duration;0.01489132;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1083;Italy;4;45.10256666;12.383225;2009-11-26;42.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_86;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1084;Italy;5;45.14478333;12.51676666;2009-11-26;42.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_87;26 min haul duration;0.0298688;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 085.00;Italy;8;44.83700835;12.48550835;2009-11-26;14.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_88;21 min haul duration;0.02513;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2284;90887.38;44.31;1763.22
1 086.00;Italy;12;44.59358333;12.34332501;2009-11-25;14.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_89;7 min haul duration;0.00807032;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;953;118087.02;10.49;1299.37
1 087.00;Italy;16;44.291575;12.45352499;2009-11-24;11.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_90;18 min haul duration;0.020168619;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;48394;2399470.25;801.66;39748
1 088.00;Italy;17;44.306675;12.56190834;2009-11-24;13.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_91;6 min haul duration;0.014359999;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7756;540111.44;117.63;8191.27
1 089.00;Italy;21;44.14678333;12.76473335;2009-11-23;14.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_92;21 min haul duration;0.024986399;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;356;14247.75;7.12;284.87
1 090.00;Italy;24;43.92175001;13.01944167;2009-11-22;14.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_93;31 min haul duration;0.036503118;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1679;45996.07;48.7;1334.2
1091;Italy;25;43.97674999;13.06930833;2009-11-22;42.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_94;29 min haul duration;0.03406192;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 092.00;Italy;27;43.78932498;13.19713333;2009-11-29;14.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_95;17 min haul duration;0.02072148;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;200;9651.82;6.58;317.54
1 093.00;Italy;28;43.776325;13.39157499;2009-11-29;15.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_96;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;138;3773.82;4.74;129.63
1 094.00;Italy;63;44.21291667;12.57492501;2009-11-23;14.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_97;8 min haul duration;0.017748959;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1935;109020.48;51.28;2889.04
1 095.00;Italy;64;44.13565;12.51677499;2009-11-23;14.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_98;19 min haul duration;0.02316268;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;352;15196.86;9.44;407.52
1 096.00;Italy;65;44.07600833;12.75265834;2009-11-23;13.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_99;25 min haul duration;0.02986162;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2514;84188.34;45.75;1532.23
1 097.00;Italy;66;43.59725002;13.68058332;2009-11-18;14.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_100;32 min haul duration;0.038298119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;299;7807.17;2.99;78.12
1098;Italy;68;42.85909999;13.99835;2009-11-20;42.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_101;29 min haul duration;0.033422899;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 099.00;Italy;70;42.58730834;14.224675;2009-11-20;15.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_102;32 min haul duration;0.036876477;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;94;2549.05;4.02;109.03
1100;Italy;71;42.27802501;14.56145833;2009-11-19;42.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_103;31 min haul duration;0.03572768;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1101;Italy;73;42.09963334;14.88464998;2009-11-19;42.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_104;33 min haul duration;0.038032457;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1102;Italy;74;41.98585002;15.07385;2009-11-19;42.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_105;32 min haul duration;0.0375873;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
